x,y
-0.3922229,-52.699894
-25.838585,108.94835
-33.82769,78.80212
18.49418,55.887024
56.409943,54.848938
-100.255,24.107712
-2.299775,-17.930544
28.096796,28.00739
88.98104,55.002083
41.35517,29.207008
91.58233,8.346998
72.43433,64.34026
-58.767338,-72.52421
-94.172935,-49.631577
-92.8003,36.366085
-58.974007,-22.417135
46.444386,4.247984
22.143803,19.4007
-52.11472,-34.262363
24.166368,14.005469
5.8173604,-14.996678
-46.361584,-11.346445
-90.353874,-32.837135
30.205591,43.004
-47.733196,69.91278
6.156136,-71.44249
84.26227,-0.7008688
47.80482,81.347694
29.516537,-42.794052
31.315424,-106.65787
-1.9512693,-79.32424
-80.10009,31.513687
-65.914505,-62.93721
-19.341026,-15.226495
-7.19044,-8.044682
12.714444,-94.364204
49.42443,-26.790924
-45.25712,57.682747
-13.227384,0.35079587
55.226562,52.672974
32.381264,-5.367526
101.80685,-21.501534
-69.58532,-25.0152
-55.496437,15.084499
-63.486248,-49.373985
-35.96246,-27.485638
5.1461034,42.2301
36.310104,17.556454
-15.919248,12.287379
-26.708927,-44.894714
7.387935,-112.01952
-8.933381,-63.752407
-28.158503,-73.24802
0.17359482,-32.413902
-63.286808,52.37964
-32.981533,69.10079
-47.201168,0.33567008
-25.328028,35.131584
82.45076,63.031517
43.594006,-0.49767032
96.14037,-25.962952
-12.44041,-16.892294
-20.409906,-10.697924
-39.357395,25.390463
43.726692,43.36726
-5.1997066,-56.32188
9.397585,-69.74166
-17.530167,6.039466
14.515554,25.195528
-31.404503,-77.27871
107.50716,-8.0339
58.904484,6.104109
56.534046,-22.42292
-41.84391,2.6777527
-0.7985179,79.59206
61.38821,29.344177
-2.1412838,102.56693
-57.782887,76.20414
27.44273,-74.36413
-16.157846,-71.6495
27.744715,-7.499394
-18.268202,87.47769
36.193775,-14.611212
-69.49119,-86.2646
-38.050285,96.29794
29.740822,-69.66143
3.7907298,34.633
83.73164,-17.677013
57.12431,0.2953394
-84.86475,37.40248
63.192196,38.27277
21.263803,11.306279
39.43758,-13.4951935
-32.898846,-79.83504
-33.61491,40.23204
57.208553,-35.386005
86.33038,41.38741
-14.5600815,-47.542896
-51.57678,8.919185
10.606421,-112.46517
33.25822,-58.052547
-64.6735,-26.337759
-7.805456,-94.293465
49.39011,-58.304543
15.772517,20.242447
43.720814,-16.42056
-60.827293,-38.830433
90.00547,25.976025
-81.00878,-46.499306
88.96288,-40.477776
-33.171474,-48.994728
32.30742,94.81816
43.514965,77.40732
78.092064,-5.196286
-38.752914,75.74798
35.622883,89.72685
-28.961668,-1.0675651
-22.746122,17.588053
-27.164742,-20.481848
98.86941,-43.604588
49.389133,-53.755272
0.13250767,97.99534
-4.675953,-107.41854
44.879105,-71.64974
-85.82143,7.0424533
66.45478,-31.204905
28.422623,-45.41331
-23.182426,-70.61609
-40.966984,-49.070473
-96.86143,-35.26566
33.490215,13.93328
-47.92526,-3.1660912
64.12159,-26.554327
-8.621449,57.68847
-52.16296,26.209969
70.77221,29.29073
38.412235,-55.423203
32.979786,3.265089
43.477024,25.484577
-36.315884,12.912468
-13.208659,63.32735
23.04363,-44.750835
36.01408,3.5813603
-88.208664,-7.343343
-36.266052,-92.87134
54.70082,56.043232
-64.578606,64.44809
-15.393811,48.12743
-39.764175,26.945919
-79.62302,-0.019047145
-77.70217,28.811153
-22.449425,76.94353
-27.192978,13.624507
29.868435,74.80336
-27.69129,8.664824
-10.128419,16.439531
-25.067757,-74.376465
-82.97876,65.98637
71.18995,-14.368923
-91.19168,-58.32737
-8.606343,-65.87884
4.532846,80.9298
-19.827316,2.3625076
-21.398026,-32.43347
-51.58404,-55.003193
-95.87967,18.497774
-79.87212,-22.0014
67.16908,-14.438337
-37.34496,-6.6650915
101.25028,-38.371002
8.202512,-0.40760666
12.6622505,-20.68849
22.457582,-31.469288
39.74809,-59.89012
79.21242,29.87786
77.8419,47.05273
-65.66058,73.84659
-1.7984686,-15.454361
-50.791588,13.76615
103.39176,0.6239212
21.203196,70.67697
-61.643936,-74.76669
-18.93305,11.093767
-49.50261,-14.406246
18.277407,21.524385
21.852953,-8.619064
-7.891308,-30.586899
84.81475,-21.84297
35.074734,4.2116537
-95.014786,44.625935
-17.785671,-26.73822
-67.29799,-66.36445
-9.244764,-87.569695
-61.56426,-18.815039
92.97502,12.844762
-56.41413,3.7395606
23.611443,94.75363
-63.82139,-59.01518
11.173865,-81.26401
-28.818926,14.796622
6.625143,-2.076243
69.54988,-56.593266
-29.457823,-46.127583
-16.298342,60.5229
69.060135,-32.516365
40.62474,47.78004
-37.23114,-84.298485
-36.96349,-60.873116
-95.747505,48.429356
12.849976,-23.26887
83.82544,48.065014
4.6819644,54.11205
23.294271,-4.1891756
4.2372456,-17.18756
-87.64277,22.577583
24.145367,33.361584
-37.193214,-4.810789
-21.352669,14.961565
-49.899143,41.10502
2.6552236,-111.58944
64.24985,-75.58771
-54.299763,-40.626225
14.555879,12.2826605
3.4824135,67.51668
-1.7264018,24.268497
-5.1406574,-47.4563
-68.05117,-20.046263
-34.058247,-79.35338
15.606409,9.906072
37.848553,-10.230558
-88.45317,36.615036
-13.185217,-88.90847
10.551696,-73.28735
14.740532,-105.35736
-27.951153,69.72036
-31.046782,67.397644
76.60528,61.524513
45.44043,80.92198
-48.561234,-80.46405
29.630669,-3.6431825
54.278088,61.77546
71.344765,-54.15029
-50.48175,-56.77985
-26.477026,-29.515068
60.72125,44.949802
67.27519,55.943024
46.85204,-1.2600672
-32.363407,50.899517
-27.081198,-68.81756
46.07571,20.957487
-54.90875,-29.266838
48.09966,74.07314
98.62726,14.00042
-89.2488,8.352059
-31.744196,-2.4495203
-42.100502,-64.47098
45.795696,-88.387955
-30.00961,-3.5592785
67.4679,-8.686497
78.1384,-41.47993
-70.930046,15.677712
40.939976,-57.551132
23.762484,44.33216
73.145935,-48.252254
-94.08327,-55.187843
7.466732,-40.397743
-71.63235,49.96057
16.732239,45.192654
-3.5265608,-7.1636815
-2.0814254,-83.5707
-14.236871,-48.695396
-82.93212,-53.477264
-71.13798,12.408696
-40.75744,67.75735
98.23947,-2.8603778
78.778854,55.571667
33.12336,45.022778
5.6485305,29.007746
59.69899,-5.70297
11.753977,28.9264
74.46659,34.700455
-61.523,-59.28613
64.854744,75.47099
-21.93936,42.252583
-40.12586,-85.77639
-24.296118,69.05146
-32.75059,-56.784397
-52.49902,12.428618
-73.6594,-38.55223
-2.6946845,17.302345
-38.95444,75.59305
-66.551056,17.626722
-35.673077,-2.5281973
-13.005235,13.293595
40.8812,1.5885034
40.105907,-88.45887
25.547674,23.977541
-7.0328903,-59.15509
46.655594,73.90583
-32.438026,87.881424
-42.12941,-46.844463
-22.002214,-61.605537
-65.40016,-39.329266
-72.746735,-9.843165
-24.025331,-20.112413
89.4647,-69.060104
77.98936,7.898295
-13.988354,100.10719
45.924854,11.731304
106.27894,4.9225583
-54.16332,4.660095
-49.28458,-73.38835
26.404688,-63.31485
-47.98934,-7.5886426
87.54576,11.383645
-34.506283,-21.49821
-17.185345,84.09422
19.635962,-104.49329
16.188187,31.52198
-5.167005,-22.904215
-13.199178,-55.77424
59.940582,63.599056
89.20641,12.422305
-58.58176,-88.37943
-102.66801,6.7003636
-3.8742168,-79.94739
-36.38716,-92.94534
56.42437,54.919876
-11.021347,-72.31068
-28.98847,45.930336
-52.524265,-77.29752
44.949043,7.3076124
27.221666,-53.235317
38.820126,-63.497128
-9.761718,100.893776
-15.86471,-0.5403244
10.094065,23.346565
42.948338,-12.244349
66.11043,25.162714
-1.5964408,-79.54531
-19.673182,-13.133919
-36.449196,-76.961105
-47.296253,13.660118
-26.46509,-29.541437
-23.252953,-66.78575
-40.645435,-24.93026
70.441734,-66.72454
20.651,30.216747
-99.17639,-0.60529923
-59.72848,87.076515
-60.5305,-76.38619
8.046945,-71.401764
-76.74374,31.955797
-58.894516,24.428799
-14.010519,7.037279
65.448326,54.064568
35.54762,60.543243
88.37664,-51.335106
-11.314464,-15.262932
-86.55146,42.816185
-99.7025,-29.607004
14.814179,-75.65716
-64.19449,75.33176
26.642029,-24.564463
-9.219375,97.109825
-21.670187,36.46771
-23.34795,-56.709423
14.826806,95.80645
25.985619,-24.710302
-74.45596,14.451853
77.64534,53.449314
81.153046,-3.6824856
-91.990204,61.97354
49.13557,-77.4353
-85.59598,14.613382
-83.62694,-21.962156
-58.05673,-27.926825
72.00134,-43.83355
-2.5219676,50.35788
-74.87069,45.159557
-63.303593,38.263645
19.5145,18.15733
16.587788,75.73189
41.873207,-94.70023
-14.134146,-104.13765
-90.1039,6.8442826
3.6073637,3.6862357
-5.2868266,-97.14077
89.057686,-30.539589
-60.50734,-32.25984
-12.133433,-69.86863
43.83505,-85.604164
55.284164,43.82955
-41.251194,-50.46964
4.487396,26.662899
-70.456314,-1.3059415
-59.309376,89.27257
-45.0391,44.632847
2.1577861,70.64309
-43.398266,6.5615497
56.857178,-17.826857
7.6626964,51.78755
-43.59101,-41.00475
72.67832,77.309074
-10.652652,-88.367294
31.806978,3.780257
-87.15575,-7.847838
3.1126668,24.030718
-87.10717,18.348299
70.56899,74.31063
53.08384,11.36182
-10.618946,-77.319954
97.65053,6.732393
50.01806,-75.49156
-54.204792,-48.673374
-43.606598,-25.136208
-25.533464,67.830696
27.843271,24.427776
5.2473826,56.33897
13.601007,-79.127106
-46.58234,19.762032
23.591524,98.57289
-94.93664,44.811634
-55.579205,-93.743576
37.029934,-6.9706
23.165874,-21.88438
79.90851,-68.647865
-77.70923,9.034011
-29.077215,-70.20436
-71.242744,12.1557665
-9.546243,-93.6323
-18.180517,-72.58079
10.23954,65.53682
-40.173706,-85.64752
7.1452737,43.191566
54.03611,-66.55007
-2.8731265,-97.74305
55.09588,-1.2127026
34.165565,-3.1465971
-67.803406,69.41011
-61.389515,77.92361
9.565273,11.462224
-65.043724,11.078072
39.9718,70.32329
4.764021,-18.398972
-69.33265,1.3109953
67.68829,19.693779
5.8178616,-38.46256
-27.366535,-1.171788
-17.250313,5.030744
18.173594,-60.543938
-1.0127872,-25.049274
48.133945,73.778885
40.17354,79.26254
28.29871,51.758537
40.16041,6.105917
27.088516,-63.02742
68.51218,32.335102
26.476423,-52.19493
-55.68715,-85.86231
27.803911,91.449455
37.441307,-85.64053
-29.748451,-51.777782
82.82844,-62.38958
46.715755,-84.12402
88.39911,48.217213
-34.81657,-72.251335
43.817513,-11.344265
45.241776,56.821007
-36.808098,-54.20471
-82.05108,-11.04084
43.572296,-32.386074
66.65498,-47.417084
-88.27557,-23.9725
92.54252,23.70832
-19.359102,-39.953922
-36.55022,-94.13975
24.400541,66.9963
-8.730675,-31.020815
20.117628,107.561844
3.071564,-72.542274
-42.88835,-7.4182887
11.859576,51.282032
-59.65631,-56.652702
-61.957447,64.58827
-28.526388,30.97188
-60.59115,-83.86543
-9.861151,34.705933
-94.441376,-58.852207
22.567345,92.90312
-31.598999,14.523995
3.4457295,-95.41404
-0.54522175,-46.801838
44.856354,62.12241
87.13275,34.63786
24.910728,-32.433132
16.812668,75.67213
-43.324947,-19.368467
63.34066,-47.72125
-92.14532,38.94309
-61.707268,-19.3254
-4.9479394,-108.49263
-30.278452,70.46
-87.356155,-60.96228
32.788902,-54.202724
-26.137789,-36.658863
-17.895947,106.48199
63.12674,42.51421
70.69589,83.698715
-14.262221,-64.69287
-54.646263,-44.059982
-52.92775,41.33744
15.881373,-20.891558
72.03362,43.134995
-97.60583,-33.623287
9.588645,-101.34461
-28.768133,86.547325
32.46383,68.75328
14.852462,23.949123
-10.180721,6.250801
85.00627,-50.73118
-7.7709055,-85.833336
10.002623,72.221146
25.81035,-56.988266
-60.17637,-45.635174
47.38283,39.05
-21.254368,-48.723816
32.706627,14.559314
-55.941494,-6.2815604
26.186182,82.909325
31.293537,-53.93657
0.4437356,-58.755096
24.356497,69.39512
-48.104107,59.838516
-88.92895,-16.633533
6.11269,113.01443
59.631126,-19.741055
-27.920706,21.745766
-10.295016,-85.47109
-60.75467,84.198166
-8.234525,90.68208
-27.37019,80.935974
83.58917,10.796194
5.8392925,-64.678764
0.36870465,27.434929
-79.10329,-44.796444
-47.05105,31.850403
-2.100219,29.517939
2.7875936,-94.567375
8.826322,-16.736216
-46.873386,83.31505
-18.432299,68.13565
110.00225,-17.21122
-7.5107665,-29.026335
-64.83036,-40.21108
44.854607,-74.44954
28.520847,-0.59522384
-30.499435,30.931765
30.844893,37.257694
-51.916607,-36.99268
30.890818,-96.858154
-26.608452,-15.155154
-18.604902,-11.814723
-100.67054,17.197887
9.773425,-22.486595
69.750145,90.27071
-97.86668,-41.2055
25.410927,25.98805
-23.963213,-43.512733
92.38091,-32.086533
-71.817,77.876274
-60.5811,46.816948
-13.514864,21.669905
71.74196,35.046288
-88.34911,57.833572
19.702673,-50.601707
86.88081,54.450096
-31.98115,-93.51622
-18.174896,-50.665897
