K,k,size,accuracy,precision,recall,f1
10.0,29.0,290.0,0.7931034482758621,0.8784893267651888,0.7931034482758621,0.7850574712643676
10.0,29.0,290.0,0.3793103448275862,0.6810344827586207,0.3793103448275862,0.4264442454097626
10.0,29.0,290.0,0.5172413793103449,0.6436781609195401,0.5172413793103449,0.5335124645469473
10.0,29.0,290.0,0.4482758620689655,0.45057471264367815,0.4482758620689655,0.43809523809523815
10.0,29.0,290.0,0.5862068965517241,0.7655172413793103,0.5862068965517241,0.5909961685823755
10.0,30.0,300.0,0.6333333333333333,0.8317460317460318,0.6333333333333333,0.6747498797498798
10.0,30.0,300.0,0.7,0.7755555555555557,0.7,0.708922558922559
10.0,30.0,300.0,0.5333333333333333,0.5694444444444444,0.5333333333333333,0.5299134199134199
10.0,30.0,300.0,0.6333333333333333,0.7377777777777778,0.6333333333333333,0.6241269841269842
10.0,30.0,300.0,0.5666666666666667,0.5733333333333334,0.5666666666666667,0.5522222222222222
10.0,30.0,300.0,0.6666666666666666,0.7833333333333333,0.6666666666666666,0.7000937950937952
10.0,30.0,300.0,0.7,0.6894444444444444,0.7,0.6792592592592592
10.0,30.0,300.0,0.7333333333333333,0.8166666666666667,0.7333333333333333,0.7053968253968254
10.0,30.0,300.0,0.6666666666666666,0.7877777777777777,0.6666666666666666,0.6585714285714287
10.0,30.0,300.0,0.6666666666666666,0.7755555555555556,0.6666666666666666,0.6820899470899472
10.0,31.0,310.0,0.6129032258064516,0.6612903225806451,0.6129032258064516,0.5899781222361867
10.0,31.0,310.0,0.5483870967741935,0.6032258064516128,0.5483870967741935,0.5232974910394266
10.0,31.0,310.0,0.6129032258064516,0.7284946236559139,0.6129032258064516,0.6409114183307731
10.0,31.0,310.0,0.8709677419354839,0.8967741935483872,0.8709677419354839,0.8594470046082949
10.0,31.0,310.0,0.5806451612903226,0.5935483870967742,0.5806451612903226,0.5179211469534051
10.0,31.0,310.0,0.5806451612903226,0.55,0.5806451612903226,0.5456221198156681
10.0,31.0,310.0,0.5483870967741935,0.5833333333333334,0.5483870967741935,0.5412791509565703
10.0,31.0,310.0,0.6129032258064516,0.6301075268817203,0.6129032258064516,0.6073732718894009
10.0,31.0,310.0,0.6129032258064516,0.5338709677419355,0.6129032258064516,0.5606758832565284
10.0,31.0,310.0,0.7096774193548387,0.7741935483870968,0.7096774193548387,0.7265745007680491
10.0,32.0,320.0,0.53125,0.5390625,0.53125,0.5030257936507936
10.0,32.0,320.0,0.71875,0.86640625,0.71875,0.7267361111111112
10.0,32.0,320.0,0.65625,0.6395089285714286,0.65625,0.6080627705627706
10.0,32.0,320.0,0.78125,0.8645833333333334,0.78125,0.7825216450216449
10.0,32.0,320.0,0.5625,0.703125,0.5625,0.5619791666666667
10.0,32.0,320.0,0.59375,0.75,0.59375,0.5878472222222222
10.0,32.0,320.0,0.53125,0.65625,0.53125,0.5296130952380953
10.0,32.0,320.0,0.5,0.5955357142857143,0.5,0.5152777777777777
10.0,32.0,320.0,0.75,0.7015625,0.75,0.7177960927960928
10.0,32.0,320.0,0.40625,0.515625,0.40625,0.39419642857142856
10.0,33.0,330.0,0.6363636363636364,0.7682539682539682,0.6363636363636364,0.6463203463203463
10.0,33.0,330.0,0.6060606060606061,0.6717171717171716,0.6060606060606061,0.6174048174048173
10.0,33.0,330.0,0.6060606060606061,0.6323232323232323,0.6060606060606061,0.5986531986531985
10.0,33.0,330.0,0.6060606060606061,0.6272727272727272,0.6060606060606061,0.604162840526477
10.0,33.0,330.0,0.6666666666666666,0.6202020202020203,0.6666666666666666,0.6250360750360751
10.0,33.0,330.0,0.5757575757575758,0.6489898989898989,0.5757575757575758,0.5515151515151515
10.0,33.0,330.0,0.5151515151515151,0.7645502645502645,0.5151515151515151,0.5188010642556097
10.0,33.0,330.0,0.6060606060606061,0.6348484848484848,0.6060606060606061,0.5810179719270627
10.0,33.0,330.0,0.6060606060606061,0.7148989898989899,0.6060606060606061,0.6222593904412086
10.0,33.0,330.0,0.5454545454545454,0.5492424242424242,0.5454545454545454,0.509042809042809
